Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR10245330,2019-10-08 13:57:51,2019-10-08 12:36:01,441805,265408834,441805,600,173,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/245/SRR10245330.sralite.1,SRX6963869,A_Sel03,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP151593,PRJNA477349,,477349,SRS5489716,SAMN12986732,simple,870726,food metagenome,A_Sel03,,,,,,,no,,,,,THE PENNSYLVANIA STATE UNIVERSITY,SRA974639,,public,B286745503BE75356F188DC3557EB701,566F0D623DF2D8825C65192016AE8AC8
SRR10245319,2019-10-08 13:57:52,2019-10-08 12:35:08,202489,121674305,202489,600,64,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/245/SRR10245319.sralite.1,SRX6963880,A_Ser01,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP151593,PRJNA477349,,477349,SRS5489727,SAMN12986733,simple,870726,food metagenome,A_Ser01,,,,,,,no,,,,,THE PENNSYLVANIA STATE UNIVERSITY,SRA974639,,public,1DEB021566FD82E6AD368F109FAB6071,AF2E89BCE0131CE6BDDE134B830D20C9
SRR10245308,2019-10-08 13:57:52,2019-10-08 12:34:43,149885,90065277,149885,600,48,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/245/SRR10245308.sralite.1,SRX6963891,A_Ser02,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP151593,PRJNA477349,,477349,SRS5489738,SAMN12986734,simple,870726,food metagenome,A_Ser02,,,,,,,no,,,,,THE PENNSYLVANIA STATE UNIVERSITY,SRA974639,,public,8ABC00E9AC6DB28C3ECE46909DBEAB3D,253E78EA4677A5FBE4165BB889A4639D
SRR10245297,2019-10-08 13:57:52,2019-10-08 12:34:34,411845,245407364,411845,595,134,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/245/SRR10245297.sralite.1,SRX6963902,A_Ser03,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP151593,PRJNA477349,,477349,SRS5489749,SAMN12986735,simple,870726,food metagenome,A_Ser03,,,,,,,no,,,,,THE PENNSYLVANIA STATE UNIVERSITY,SRA974639,,public,B7F3B6A9ACC2EA631A2C43B573EA068A,2F07331A18219E8791B42567CC5A4F42
SRR10245286,2019-10-08 20:48:04,2019-10-08 12:34:02,400138,240451037,400138,600,156,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/245/SRR10245286.sralite.1,SRX6963913,A_Ser04,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP151593,PRJNA477349,,477349,SRS5489760,SAMN12986736,simple,870726,food metagenome,A_Ser04,,,,,,,no,,,,,THE PENNSYLVANIA STATE UNIVERSITY,SRA974639,,public,A6931F809F7B29B17A5C51E30315997E,034CE7508E2AC53D630474B24D71F9D0
SRR10245278,2019-10-08 13:57:53,2019-10-08 12:34:13,433857,260559853,433857,600,174,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/245/SRR10245278.sralite.1,SRX6963921,A_Ser05,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP151593,PRJNA477349,,477349,SRS5489768,SAMN12986737,simple,870726,food metagenome,A_Ser05,,,,,,,no,,,,,THE PENNSYLVANIA STATE UNIVERSITY,SRA974639,,public,918C636382376CBEDE0A61EDB31669D8,A7DCD586611423D8B9F4F0FEDC720567
SRR10245277,2019-10-08 13:57:53,2019-10-08 12:33:52,315555,189472596,315555,600,123,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/245/SRR10245277.sralite.1,SRX6963922,A_Ser06,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP151593,PRJNA477349,,477349,SRS5489769,SAMN12986738,simple,870726,food metagenome,A_Ser06,,,,,,,no,,,,,THE PENNSYLVANIA STATE UNIVERSITY,SRA974639,,public,622BF266B9218B527273C0DC8F5E1550,2172473F55C57B5EF78380B71F51F5ED
SRR10245336,2019-10-08 13:57:51,2019-10-08 12:35:44,310501,186634887,310501,601,101,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/245/SRR10245336.sralite.1,SRX6963863,B_R07,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP151593,PRJNA477349,,477349,SRS5489710,SAMN12986753,simple,870726,food metagenome,B_R07,,,,,,,no,,,,,THE PENNSYLVANIA STATE UNIVERSITY,SRA974639,,public,DBE7013F0BD06052BAB222518632BAE2,3CE09F637E352F0845F143533E609396
SRR10245335,2019-10-08 13:57:51,2019-10-08 12:35:42,225401,135470157,225401,601,75,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/245/SRR10245335.sralite.1,SRX6963864,B_R08,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP151593,PRJNA477349,,477349,SRS5489711,SAMN12986754,simple,870726,food metagenome,B_R08,,,,,,,no,,,,,THE PENNSYLVANIA STATE UNIVERSITY,SRA974639,,public,26E5294F1B60BC1B8E3C924183508A99,1940CF16F8FD1ECDA9D894D07B626785
SRR10245334,2019-10-08 13:57:51,2019-10-08 12:35:41,240625,144602211,240625,600,75,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/245/SRR10245334.sralite.1,SRX6963865,B_R09,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP151593,PRJNA477349,,477349,SRS5489712,SAMN12986755,simple,870726,food metagenome,B_R09,,,,,,,no,,,,,THE PENNSYLVANIA STATE UNIVERSITY,SRA974639,,public,4698D115E30BB81727FA8910E8F51D8C,88CA81D05E42FFAF60AA8D0550D62019
